"#","Reference","Qty","MPN","Description","Value","Package","Link","LCSC","DNP"
"1","U1","1","1982633-1","BatteryConnector","1982633-1","-","https://www.lcsc.com/product-detail/BatteryConnector_TE-Connectivity-1982633-1_C5877665.html","C5877665",""
